sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
SO-DUMPUMED,DUMP UPPER MEDWAY,2013-08-29T13:20:00,12.6,7.7,8.5,1.360976553,5.991464547,8.318742253,-0.536770551,-0.843728259,-0.939692621,-0.342020143,97.02,107.1,17.14830457,75.49245329,-6.763308943,-10.63097606,-11.84012702,65.45,10.47951946,46.13427701,-4.133133243,-6.496707594,-7.235633182,11.5683007,50.92744865,-4.562549684,-7.171690202,-7.987387279,8.154242767,-0.730532134,-1.148294378,-1.278899624,-3.216041726,-5.055167951,-5.630135024,0.452888482,0.504399326,0.792845219,0.926470588,0.885057471,0.894736842,0.57644645,0.856968452,-1.158757398,-5.399109613
SW-73110903,RIVER UMBER PRIOR TO BEACH,2013-08-29T10:35:00,5.08,15.4,7.5,1.131402111,6.650279049,5.940171253,-0.536770551,-0.843728259,-0.932007869,0.362438038,78.232,38.1,5.747522724,33.78341757,-2.726794399,-4.286139556,-4.734599975,115.5,17.42359251,102.4142974,-8.266266485,-12.99341519,-14.35292118,8.485515833,49.87709287,-4.025779133,-6.327961943,-6.990059018,7.524139755,-0.607303335,-0.954595933,-1.05447567,-3.569673949,-5.611028364,-6.198112405,0.452888482,0.500274377,0.786361377,0.835526316,0.93902439,0.882352941,0.530825275,0.869285814,-1.158757398,-5.399109613
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-08-22T10:37:00,7.9,17.4,8,1.335001067,6.756932389,6.579251212,-0.634237439,-0.773138326,-0.93513521,0.354291038,137.46,63.2,10.54650843,53.37976587,-5.010475768,-6.107792775,-7.387568159,139.2,23.22901857,117.5706236,-11.03573144,-13.45260687,-16.27135265,10.68000854,54.05545911,-5.073899512,-6.185106608,-7.48108168,9.020511949,-0.846707658,-1.03214049,-1.248406503,-4.285499494,-5.224043396,-6.318645389,0.490353272,0.593097761,0.722988871,0.887640449,0.945652174,0.888888889,0.571734671,0.871083058,-1.734014103,-3.407972411
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-08-08T08:48:00,7.27,18.57,8.13,3.152736022,10.79973883,4.564348191,-0.800336185,-0.599551492,-0.669130606,0.743144825,135.0039,59.1051,22.92039088,78.51410129,-5.818444065,-4.358739347,-4.864579506,150.9741,58.54630793,200.5511501,-14.86224296,-11.13367121,-12.42575535,25.63174386,87.80187669,-6.506733184,-4.87435363,-5.440031827,34.04872564,-2.52324872,-1.890227586,-2.109592165,-8.643421774,-6.474999529,-7.226435788,0.479842754,0.535529436,0.401178253,0.879081016,0.94890138,0.890470975,0.759194903,0.915252362,-4.008418776,-1.497199965
SO-G0006504,ARUN TRIB DS KERVES LANE FARM,2013-08-07T11:59:00,2.16,14.2,7.37,4.579852378,6.242223265,8.101677747,-0.810530999,-0.58569574,-0.999990481,0.004363309,30.672,15.9192,9.892481136,13.48320225,-1.750746958,-1.265102798,-2.159979439,104.654,65.03390377,88.63957036,-11.50954019,-8.316879508,-14.19986483,33.75351203,46.00518546,-5.973613463,-4.316577604,-7.369929845,28.58846106,-3.712112323,-2.682400028,-4.579808782,-5.059515459,-3.656043574,-6.242163845,0.474724553,0.810523284,0.585690165,0.683544304,0.934210526,0.880525687,0.820783789,0.861920854,-4.277908232,-1.413685054
SO-G0006506,ARUN US AMIESMILL BRIDGE -CLOSED-,2013-08-07T11:29:00,5.71,15.6,7.23,1.960094784,5.707110265,6.803505258,-0.810530999,-0.58569574,-0.990865897,0.13485093,89.076,41.2833,11.19214122,32.58759961,-4.628132004,-3.344322675,-5.657844272,112.788,30.57747863,89.03092013,-12.64428358,-9.136853544,-15.45750799,14.17148529,41.26240722,-5.860139123,-4.2345802,-7.163960435,11.18647706,-1.588717583,-1.148019165,-1.942191076,-4.625789784,-3.34263017,-5.654980932,0.474724553,0.803127525,0.580345935,0.850968703,0.939759036,0.878493317,0.66217298,0.850904494,-4.277908232,-1.413685054
SO-G0006502,DS HORSHAM WPS DISCHARGE A281 CLOSED,2013-08-07T11:13:00,6.62,14.9,7.33,2.041220329,5.976350909,8.630521877,-0.810530999,-0.58569574,-0.979045472,0.203641751,98.638,48.5246,13.51287858,39.56344302,-5.365715213,-3.877305799,-6.481281025,109.217,30.4141829,89.04762854,-12.07691189,-8.726866526,-14.58777753,14.96214501,43.80665216,-5.941192223,-4.293149774,-7.17640331,12.19904897,-1.654472352,-1.195534051,-1.99844752,-4.844017673,-3.500323268,-5.851119297,0.474724553,0.793546704,0.573422762,0.868766404,0.937106918,0.879951981,0.671184626,0.856658587,-4.277908232,-1.413685054
SW-70614904,BROADSANDS BEACH (24300),2013-08-07T10:40:00,8,14.3,7.4,1.435084525,5.863631176,3.80666249,-0.810530999,-0.58569574,-0.939692621,0.342020143,114.4,59.2,11.4806762,46.90904941,-6.484247992,-4.68556592,-7.517540968,105.82,20.52170871,83.84992582,-11.59059329,-8.375449082,-13.43760448,10.61962549,43.3908707,-5.997929393,-4.334148476,-6.953725395,8.414806361,-1.163180494,-0.840522893,-1.348538339,-4.752654835,-3.434303801,-5.510010948,0.474724553,0.761649999,0.550373965,0.888888889,0.934640523,0.880952381,0.589336637,0.854304526,-4.277908232,-1.413685054
SO-G0006507,ARUN WHITESBRIDGE -CLOSED-,2013-08-07T10:21:00,6.22,15.5,7.26,2.208274414,5.707110265,7.208600338,-0.810530999,-0.58569574,-0.908143174,0.418659738,96.41,45.1572,13.73546686,35.49822585,-5.041502814,-3.643027503,-5.648650542,112.53,34.22825342,88.46020911,-12.56323048,-9.07828397,-14.0762192,16.03207225,41.43362052,-5.884455053,-4.252151072,-6.593119443,12.60286558,-1.789874867,-1.293376917,-2.005429335,-4.625789784,-3.34263017,-5.18287323,0.474724553,0.736078194,0.531895588,0.861495845,0.939393939,0.878934625,0.688305964,0.850904494,-4.277908232,-1.413685054
SW-81714901,DUPORTH BEACH (27700),2013-07-31T14:00:00,6.13,17.5,7.77,1.609437912,6.870053412,2.302585093,-0.87501903,-0.484088522,-0.866025404,-0.5,107.275,47.6301,9.865854401,42.11342742,-5.363866654,-2.96746264,-5.308735727,135.975,28.16516346,120.2259347,-15.31283303,-8.471549135,-15.15544457,12.50533258,53.38031501,-6.798897863,-3.761367816,-6.729017389,11.05692442,-1.408288801,-0.77911042,-1.393814118,-6.011427473,-3.325714002,-5.949640782,0.423586669,0.757788709,0.419232958,0.859747546,0.945945946,0.885974914,0.616775707,0.872936059,-7.001218105,-0.938317023
SW-70510107,EXMOUTH BEACH (22300),2013-07-31T12:46:00,6.21,16.7,7.8,1.360976553,7.165493475,2.302585093,-0.87501903,-0.484088522,-0.979924705,-0.199367934,103.707,48.438,8.451664394,44.49771448,-5.433868176,-3.006189722,-6.085332418,130.26,22.72830844,119.663741,-14.6128178,-8.084278317,-16.36474257,10.61561711,55.89084911,-6.825148434,-3.775890472,-7.643412699,9.75206861,-1.190880383,-0.658833128,-1.333654547,-6.26994315,-3.468733146,-7.02164408,0.423586669,0.857452765,0.474370302,0.861303745,0.943502825,0.886363636,0.57644645,0.877533427,-7.001218105,-0.938317023
SO-DUMPSTOU,DUMP STOUR,2013-07-19T13:17:00,1.58,16.3,8.05,2.827313622,6.466144724,6.551080335,-0.955663305,-0.294461622,-0.94408902,-0.329690645,25.754,12.719,4.467155523,10.21650866,-1.509948022,-0.465249363,-1.491660652,131.215,46.08521204,105.398159,-15.57731187,-4.799724439,-15.38865103,22.75987466,52.05246503,-7.693089605,-2.370416057,-7.599916611,18.28181906,-2.70195988,-0.832535355,-2.669235747,-6.179457238,-1.904031464,-6.104616236,0.281406167,0.902231233,0.277997984,0.612403101,0.942196532,0.889502762,0.738720131,0.866062066,-21.55468072,-0.417357342
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-07-15T11:14:00,9.02,18.6,8.12,1.223775432,6.746412129,5.799092654,-0.973647602,-0.228057771,-0.979924705,0.199367934,167.772,73.2424,11.0384544,60.8526374,-8.78230137,-2.057081094,-8.838920839,151.032,22.76222304,125.4832656,-18.1098454,-4.241874541,-18.22659951,9.937056508,54.78086649,-7.906018528,-1.851829101,-7.956988605,8.256093418,-1.191526015,-0.279091497,-1.199207779,-6.568627992,-1.538571712,-6.610975915,0.222047902,0.954101339,0.223479444,0.900199601,0.948979592,0.890350877,0.550314305,0.870907979,-36.94721072,-0.295433729
SW-60030125,RIVER BRUE AT TIDAL SLUICE,2013-07-15T10:22:00,11.2,14.7,8.2,1.824549292,10.55622932,5.828945618,-0.973647602,-0.228057771,-0.909961271,0.414693243,164.64,91.84,20.43495207,118.2297684,-10.90485314,-2.554247035,-10.19156624,120.54,26.82087459,155.176571,-14.31261975,-3.352449234,-13.37643068,14.96130419,86.56108042,-7.983910336,-1.870073722,-7.461682422,19.26036073,-1.776468043,-0.416102645,-1.660269193,-10.27804736,-2.407430129,-9.605759849,0.222047902,0.885981609,0.207523739,0.918032787,0.936305732,0.891304348,0.645961215,0.913466584,-36.94721072,-0.295433729
TH-PTTB0025,BATHING WATER EEC - JUBILEE (11830),2013-07-10T14:10:00,5.37,16.9,7.39,4.820281566,6.198478716,2.302585093,-0.989639813,-0.143572423,-0.843391446,-0.537299608,90.753,39.6843,25.88491201,33.2858307,-5.314365796,-0.770983912,-4.529012065,124.891,81.46275847,104.7542903,-16.72491284,-2.426373949,-14.25331544,35.62188077,45.80675771,-7.313438218,-1.061000206,-6.232662786,29.87841269,-4.770342548,-0.692059504,-4.06538424,-6.134261317,-0.889930608,-5.227743927,0.142084986,0.834653753,0.121087753,0.843014129,0.944134078,0.880810489,0.828187006,0.861081759,-95.52335426,-0.167641056
SO-G0006541,WESTLANDS FARM,2013-07-10T13:53:00,2.89,15.4,7.66,2.219203484,6.11146734,7.065613364,-0.989639813,-0.143572423,-0.880890738,-0.473319667,44.506,22.1374,6.413498069,17.66214061,-2.86005906,-0.414924302,-2.545774233,117.964,34.17573365,94.11659704,-15.24045312,-2.211015314,-13.56571737,16.99909869,46.81383982,-7.580640968,-1.09976476,-6.747623053,13.56258961,-2.196212121,-0.318616421,-1.954875795,-6.048151396,-0.877438174,-5.383534975,0.142084986,0.871764545,0.126471618,0.742930591,0.93902439,0.884526559,0.689364153,0.859382044,-95.52335426,-0.167641056
SW-70910108,MOTHECOMBE BEACH (26100),2013-07-10T13:15:00,5.37,19.5,7.62,3.068052935,6.2599638,2.302585093,-0.989639813,-0.143572423,-0.946930129,-0.321439465,104.715,40.9194,16.47544426,33.61600561,-5.314365796,-0.770983912,-5.085014793,148.59,59.82703223,122.0692941,-19.29797635,-2.799662249,-18.46513752,23.37856336,47.70092416,-7.541055375,-1.094021863,-7.215607583,19.20590031,-3.036267333,-0.440487794,-2.905231762,-6.195109404,-0.898758171,-5.927748329,0.142084986,0.937119756,0.135953053,0.843014129,0.951219512,0.883990719,0.754182156,0.862258266,-95.52335426,-0.167641056
SW-81810915,GORRAN HAVEN (LITTLE PERHAVER) BEACH STR,2013-07-10T12:55:00,1.13,15.8,7.16,3.242592351,6.242223265,7.218176838,-0.989639813,-0.143572423,-0.97134207,-0.237685892,17.854,8.0908,3.664129357,7.053712289,-1.118292989,-0.162236838,-1.097616539,113.128,51.23295915,98.62712759,-15.63630905,-2.268444283,-15.34720471,23.21696123,44.69431858,-7.085821061,-1.027978549,-6.954809221,20.24098541,-3.208998488,-0.465546841,-3.149666366,-6.177552665,-0.896211119,-6.063334068,0.142084986,0.961278785,0.139457935,0.530516432,0.94047619,0.87745098,0.764295054,0.861920854,-95.52335426,-0.167641056
SO-G0006543,D/S STABLEBARN FARM,2013-07-10T12:08:00,1.59,15.6,7.52,4.249922794,6.416732283,3.295836866,-0.989639813,-0.143572423,-0.999390827,-0.034899497,24.804,11.9568,6.757377242,10.20260433,-1.573527303,-0.228280153,-1.589031415,117.312,66.29879559,100.1010236,-15.43838108,-2.239729799,-15.5904969,31.95941941,48.25382677,-7.442091394,-1.079664621,-7.515419019,27.27061679,-4.205892799,-0.610171713,-4.247333856,-6.350253737,-0.921265802,-6.412823383,0.142084986,0.989036951,0.143484963,0.613899614,0.939759036,0.882629108,0.809521008,0.865169732,-95.52335426,-0.167641056
SO-G0006502,DS HORSHAM WPS DISCHARGE A281 CLOSED,2013-07-10T09:40:00,7.05,14.5,7.94,2.151762203,6.095824562,8.699514748,-0.989639813,-0.143572423,-0.819152044,0.573576436,102.225,55.977,15.16992353,42.97556316,-6.976960682,-1.012185582,-5.77502191,115.13,31.20055194,88.38945615,-14.34977729,-2.081800134,-11.87770464,17.08499189,48.40084702,-7.857740115,-1.139965039,-6.504067229,13.11676489,-2.129469544,-0.308933713,-1.762620407,-6.03267068,-0.875192303,-4.99340715,0.142084986,0.810665476,0.117607644,0.875776398,0.935483871,0.888143177,0.68271718,0.859072051,-95.52335426,-0.167641056
SO-G0006506,ARUN US AMIESMILL BRIDGE -CLOSED-,2013-07-10T09:19:00,5.25,15.5,7.66,1.945910149,5.897153868,8.070906089,-0.989639813,-0.143572423,-0.76323247,0.64612398,81.375,40.215,10.21602828,30.96005781,-5.195609018,-0.753755221,-4.006970468,118.73,30.16160731,91.40588495,-15.3394171,-2.225372557,-11.83010329,14.90567174,45.17219863,-7.580640968,-1.09976476,-5.84636072,11.47533156,-1.925750156,-0.279379035,-1.485181809,-5.836058251,-0.84666867,-4.500899313,0.142084986,0.755325239,0.109579135,0.84,0.939393939,0.884526559,0.660546334,0.855012659,-95.52335426,-0.167641056
SO-G0006504,ARUN TRIB DS KERVES LANE FARM,2013-07-10T09:09:00,5.3,15.7,7.79,1.974081026,5.739792912,8.987196821,-0.989639813,-0.143572423,-0.734322509,0.678800746,83.21,41.287,10.46262944,30.42090243,-5.245091009,-0.760933842,-3.891909298,122.303,30.99307211,90.11474872,-15.53734506,-2.254087041,-11.52886339,15.37809119,44.71298678,-7.709294143,-1.118429175,-5.720372345,11.33081628,-1.953629177,-0.283423596,-1.449612132,-5.680327584,-0.824075976,-4.214859132,0.142084986,0.72671479,0.105428462,0.841269841,0.94011976,0.886234357,0.663761683,0.851627489,-95.52335426,-0.167641056
SO-G0006505,ARUN TRIB US KERVES LANE FARM -CLOSED-,2013-07-10T08:58:00,7.02,14.3,7.92,1.871802177,5.929589143,8.853665428,-0.989639813,-0.143572423,-0.700909264,0.713250449,100.386,55.5984,13.14005128,41.62571578,-6.947271487,-1.007878409,-4.920383033,113.256,26.76677113,84.79312474,-14.15184933,-2.053085649,-10.02300248,14.82467324,46.96234601,-7.837947319,-1.13709359,-5.551201371,11.09901787,-1.852409956,-0.268739174,-1.311963486,-5.868157491,-0.851325481,-4.156103962,0.142084986,0.693647713,0.100631241,0.875311721,0.934640523,0.887892377,0.6517866,0.8556913,-95.52335426,-0.167641056
SO-G0006503,US HORSHAM WPS DISCHARGE A281 CLOSED,2013-07-10T08:40:00,8.54,13.6,7.83,2.091864062,5.97126184,9.104979856,-0.989639813,-0.143572423,-0.64278761,0.766044443,116.144,66.8682,17.86451909,50.99457611,-8.451524003,-1.226108492,-5.489406189,106.488,28.44935124,81.20916102,-13.45910146,-1.952584953,-8.741911496,16.37929561,46.75498021,-7.748879736,-1.124172072,-5.033026986,12.49106805,-2.070191959,-0.300333992,-1.344624301,-5.909398451,-0.857308531,-3.838253127,0.142084986,0.63612821,0.092286575,0.895178197,0.931506849,0.886749717,0.676570515,0.856553946,-95.52335426,-0.167641056
SO-G0006507,ARUN WHITESBRIDGE -CLOSED-,2013-07-10T08:26:00,5.92,15.9,7.9,2.397895273,5.710427017,9.903487553,-0.989639813,-0.143572423,-0.594822787,0.803856861,94.128,46.768,14.19554002,33.80572794,-5.858667693,-0.849948744,-3.521350899,125.61,38.12653484,90.79578957,-15.73527303,-2.282801526,-9.457682313,18.94337266,45.11237343,-7.818154523,-1.134222142,-4.699100017,13.69300595,-2.37305263,-0.344271634,-1.426322749,-5.651265925,-0.819859843,-3.396692113,0.142084986,0.588660312,0.085400149,0.855491329,0.940828402,0.887640449,0.70570017,0.850978187,-95.52335426,-0.167641056
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-07-09T19:21:00,6.89,19.97,8.19,3.706228092,10.82270799,3.583518938,-0.99196306,-0.126527817,0.346117057,-0.938191336,137.5933,56.4291,25.53591155,74.56845805,-6.834625483,-0.871776659,2.384746523,163.5543,74.013375,216.1294786,-19.80950231,-2.526760505,6.911957628,30.35400807,88.63797844,-8.124177461,-1.036262821,2.834698697,40.11142438,-3.676441359,-0.46894095,1.28278876,-10.73572654,-1.369373616,3.745923838,0.125510921,-0.343335335,-0.043793436,0.873257288,0.952312828,0.891186072,0.787515611,0.915417009,-123.4254654,-0.144856149
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-07-08T13:05:00,9.16,23.8,8.78,1.774952351,5.631211782,2.890371758,-0.993992768,-0.109445769,-0.960049854,-0.279829014,218.008,80.4248,16.25856354,51.58189992,-9.104973755,-1.002523244,-8.794056663,208.964,42.24386595,134.0228404,-23.65702788,-2.604809302,-22.84918653,15.58408164,49.44203945,-8.727256503,-0.960933852,-8.429237718,9.995132591,-1.7642898,-0.194261025,-1.704042745,-5.597383786,-0.616312304,-5.406244049,0.108788303,0.954282612,0.105073395,0.901574803,0.959677419,0.897750511,0.639633452,0.849198,-165.4660196,-0.122896243
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-06-28T12:03:00,8.99,15.1,7.6,1.791759469,5.720311777,7.649692624,-0.998056321,0.062318379,-0.999914328,-0.013089596,135.749,68.324,16.10791763,51.42560288,-8.972526326,0.560242227,-8.989229809,114.76,27.05556798,86.37670783,-15.07065045,0.941007523,-15.09870635,13.61737196,43.47436951,-7.58522804,0.47361968,-7.599348893,10.24942279,-1.788276864,0.111659546,-1.791605965,-5.709193327,0.356480557,-5.719821706,-0.062197252,0.997970816,-0.06231304,0.8998999,0.937888199,0.88372093,0.641802952,0.85119738,-513.4882463,0.05866262
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-06-27T12:22:00,9.05,14.7,8,1.064710737,6.854354502,5.416100402,-0.996836676,0.0794773,-0.995396198,-0.095845753,133.035,72.4,9.63563217,62.03190824,-9.021371918,0.719269565,-9.008335592,117.6,15.65124783,100.7590112,-14.65349914,1.16831631,-14.63232411,8.517685896,54.83483602,-7.974693408,0.6358184,-7.963169584,7.297904833,-1.061342712,0.084620335,-1.05980902,-6.832671958,0.544765589,-6.822798411,-0.079225888,0.992247437,-0.079111402,0.900497512,0.936305732,0.888888889,0.515670654,0.87268209,-315.1231666,0.073625726
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-06-27T10:54:00,7.22,13.6,7.98,2.054123734,7.058758153,6.152732695,-0.996836676,0.0794773,-0.958819735,0.284015345,98.192,57.6156,14.83077336,50.96423386,-7.197160801,0.573826106,-6.922678487,108.528,27.93608278,95.99911088,-13.55697879,1.08089128,-13.0399484,16.3919074,56.32889006,-7.954756674,0.634228854,-7.651381485,14.49956265,-2.047625875,0.163256208,-1.969534374,-7.036429014,0.561011039,-6.768076622,-0.079225888,0.955786678,-0.076204404,0.878345499,0.931506849,0.888641425,0.672573842,0.875911402,-315.1231666,0.073625726
SW-82710215,FLEX BROOK U/S ROADBRIDGE,2013-06-13T12:00:00,10.1,15.3,8.14,2.054123734,6.746412129,6.522092798,-0.949111045,0.314941621,-1,-3.22E-16,154.53,82.214,20.74664971,68.1387625,-9.586021555,3.180910372,-10.1,124.542,31.42809313,103.2201056,-14.52139899,4.818606801,-15.3,16.72056719,54.91579473,-7.725763906,2.563624795,-8.14,13.85796527,-1.949591524,0.646929059,-2.054123734,-6.403094266,2.124725972,-6.746412129,-0.298914571,0.949111045,-0.314941621,0.90990991,0.938650307,0.89059081,0.672573842,0.870907979,-18.65062949,0.239509965
SW-82518180,POLMORLA STREAM AT CORONATION PARK,2013-06-12T11:09:00,10.4,12.9,7.81,2.442347035,5.707110265,8.216088099,-0.943553124,0.331221228,-0.975342321,0.220697435,134.16,81.224,25.40040916,59.35394676,-9.81295249,3.444700771,-10.14356014,100.749,31.50627675,73.62172242,-12.1718353,4.272753841,-12.58191594,19.07473034,44.57253117,-7.369149898,2.586837791,-7.617423527,13.93874383,-2.304484175,0.808957184,-2.382124426,-5.38496172,1.89031607,-5.566386172,-0.312524824,0.920287294,-0.323054081,0.912280702,0.928057554,0.886492622,0.709500527,0.850904494,-16.71577226,0.248810056
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-06-06T16:42:00,8.2,16.008,8.157,5.223054882,3.08278115,3.988984047,-0.904405455,0.426674083,-0.333806859,-0.942641491,131.2656,66.8874,42.82905003,25.27880543,-7.416124731,3.498727481,-2.737216244,130.577256,83.61066255,49.34916065,-14.47772252,6.830198721,-5.343580199,42.60445867,25.14624584,-7.377235296,3.480380495,-2.722862549,16.10153514,-4.723759327,2.228542152,-1.743491545,-2.788084089,1.31534282,-1.029053493,-0.385886368,0.301896744,-0.142426735,0.891304348,0.941204139,0.890793928,0.839307218,0.755068919,-9.460847949,0.299069064
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-05-28T11:44:00,9.92,11.3,7.83,1.722766598,5.620400866,8.699514748,-0.827793012,0.561033626,-0.99756405,0.069756474,112.096,77.6736,17.08984465,55.75437659,-8.211706679,5.56545357,-9.895835376,88.479,19.46726256,63.51052979,-9.354061036,6.339679974,-11.27247377,13.48926246,44.00773878,-6.481619284,4.392893292,-7.810926512,9.682638879,-1.426094151,0.966529991,-1.718570025,-4.652528562,3.153233877,-5.606709851,-0.464419715,0.82577655,-0.559666976,0.908424908,0.918699187,0.886749717,0.632726507,0.848951745,-4.806965278,0.359398809
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-05-22T14:21:00,13.4,11.2,8.13,1.360976553,6.946975992,6.455198563,-0.765583517,0.64333652,-0.816641555,-0.57714519,150.08,108.942,18.23708581,93.08947829,-10.25881913,8.620709368,-10.94299684,91.056,15.24293739,77.80613111,-8.57453539,7.205369024,-9.146385416,11.06473938,56.47891481,-6.224193993,5.230325908,-6.639295842,9.454671439,-1.041941216,0.875565919,-1.111430009,-5.318490312,4.469243359,-5.673189277,-0.492527836,0.625207314,-0.525375336,0.930555556,0.918032787,0.890470975,0.57644645,0.874165972,-3.265911625,0.39148191
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-05-22T13:04:00,13.7,11.6,8.02,1.589235205,6.816735881,3.295836866,-0.765583517,0.64333652,-0.961261696,-0.275637356,158.92,109.874,21.77252231,93.38928157,-10.48849418,8.813710324,-13.16928524,93.032,18.43512838,79.07413622,-8.880768797,7.462703632,-11.15063567,12.74566634,54.67022177,-6.139979806,5.15955889,-7.709318802,10.83339665,-1.216692278,1.022413046,-1.527670929,-5.21878063,4.385455139,-6.552667094,-0.492527836,0.73592611,-0.618414754,0.931972789,0.920634921,0.889135255,0.61378557,0.872069363,-3.265911625,0.39148191
TH-PRGR0200,MAYES BROOK AT MAYESBROOK PARK NEAR CLAR,2013-05-13T13:32:00,13.1,14.8,8.43,1.435084525,6.726233402,5.141663557,-0.657221295,0.753697664,-0.920504853,-0.390731128,193.88,110.433,18.79960728,88.11365757,-8.609598965,9.873439398,-12.05861357,124.764,21.23925097,99.54825435,-9.726875166,11.15472543,-13.62347182,12.09776255,56.70214758,-5.540375517,6.353671308,-7.759855911,9.652713467,-0.94316811,1.081619854,-1.32100227,-4.420623827,5.069546403,-6.191530489,-0.495346155,0.604975392,-0.693782357,0.929078014,0.936708861,0.893955461,0.589336637,0.870570827,-1.917334086,0.429776283
