sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,Turbidity,E.coli C-MF,Available
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2023-09-07T10:31:00,89,9.66,16.2,7.15,,63,5
SW-82518180,POLMORLA STREAM AT CORONATION PARK,2021-11-02T10:45:00,374,9.65,10.8,7.15,,63,5
NW-88003872,RIVER WYRE AT ST MICHAELS,2021-11-03T11:10:00,196,8.8,8.7,7.15,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2016-08-30T13:27:00,437,8.48,15.9,7.15,,63,5
SO-E0007027,HARMERS RESERVOIR U/S,2014-08-14T14:23:00,661,8.19,15.2,7.15,,63,5
AN-MW4549,LATCHINGDON BK.D/S LATCHINGDON STW,2022-09-15T14:14:00,1200,3.2,19.2,7.14,,63,5
NW-88024604,LEIGHTON MOSS - MAIN DYKE,2021-09-23T11:05:00,419,0.724,15,7.14,,63,5
TH-PGWU0571,"BIX, NETTLEBED ESTATE :SU78/4",2014-04-03T11:46:00,643,9.4,10.8,7.14,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2016-04-06T14:58:00,721,6.07,11.3,7.14,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2013-04-26T13:51:00,724,2.75,10.7,7.14,,63,5
NE-49705101,BLEA BECK U/S GRIMWITH RESERVOIR,2021-11-16T13:17:00,47,11.8,8.2,7.14,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2018-04-05T15:00:00,404,11.1,10.6,7.14,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2023-12-04T12:21:00,326,11.1,10.9,7.14,,63,5
SW-72933607,MUSSEL BROOK AT WESTOVER,2023-11-10T13:08:00,149,10.8,9.8,7.14,,63,5
SW-82528082,RIVER CAMEL AT WENFORD,2022-01-11T13:36:00,138,10.8,10.5,7.14,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2015-10-20T10:53:00,412,10.7,10.2,7.14,,63,5
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2022-09-29T11:45:00,43,10.6,11.5,7.14,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2015-10-20T11:52:00,427,10.4,11.4,7.14,,63,5
AN-HUN022,R.HUN D/S SMUGGLERS LANE OLD HUNSTANTON,2024-07-10T10:16:00,884,9.63,14.5,7.14,,63,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2023-09-06T14:09:00,257,9.43,17.6,7.14,,63,5
NW-88003840,RIVER WYRE PTC RIVER BROCK,2024-05-29T11:18:00,140,9.22,13,7.14,,63,5
NW-88024209,SILECROFT BECK PTC WHICHAM BECK,2018-05-21T14:30:00,297,9.18,16.6,7.14,,63,5
SW-82521220,ST. LAWRENCE STREAM U/S PENDEWEY BRIDGE,2021-11-02T09:51:00,260,9.14,11,7.14,,63,5
SO-G0006095,BLACKHOUSE LN D/S BRIDGE,2012-06-27T14:42:00,314,8.81,15,7.14,,63,5
NW-88023952,MAIN DYKE D/S POULTON INDUSTRIAL ESTATE,2017-01-18T09:30:00,634,7.75,7.4,7.13,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2019-04-03T09:50:00,459,6.41,6.1,7.13,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-03-16T10:50:00,524,4.9,7.4,7.13,,63,5
NW-88023114,OVERTON DYKE AT SUNDERLAND DRIVE,2014-01-15T11:39:00,1116,4.32,7.6,7.13,,63,5
SW-82210140,PENBERTH RIVER AT BOTTOMS,2018-04-05T14:24:00,470,10.7,10.7,7.13,,63,5
SW-81020802,RIVER PIALL AT MARKS BRIDGE,2015-09-04T10:47:00,118,10.4,12.8,7.13,,63,5
SW-81522703,ST. NEOT RIVER AT TWO WATERS FOOT,2021-11-09T13:46:00,111,10.2,12,7.13,,63,5
SW-70314532,SIDMOUTH (JACOBS LADDER) BEACH (21900),2023-07-18T13:20:00,51,9.9,18.4,7.13,,63,5
SW-81610138,PAR RIVER AT A3082 BRIDGE,2012-09-14T11:35:00,370,9.86,15.2,7.13,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-09-23T14:18:00,471,9.83,10.1,7.13,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-10-09T10:00:00,320,9.76,13.1,7.13,,63,5
NW-88024207,SILECROFT BECK AT SILECROFT,2018-09-14T13:40:00,116,9.61,12.9,7.13,,63,5
SW-81610559,TREVERBYN STREAM AT PENROSE,2017-09-01T12:23:00,163,9.4,14.6,7.13,,63,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2022-12-07T10:30:00,671,7.37,4.5,7.13,,63,5
NW-88023220,SEASCALE BLACK PIPE,2017-06-09T13:10:00,482,7.05,13.8,7.13,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-08-10T08:51:00,507,5.98,10,7.13,,63,5
SW-72934611,RIVER WALDON AT HENSCOTT BRIDGE,2023-12-08T12:33:00,171,11.3,9.2,7.12,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2021-12-09T15:15:00,126,11.1,8.9,7.12,,63,5
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2021-12-09T14:45:00,123,11,8.9,7.12,,63,5
SO-G0004145,BEAULIEU RIVER @ HARTFORD BR,2015-03-03T13:16:00,145,10.6,5.5,7.12,,63,5
SW-81610190,PAR RIVER U/S ST AUSTELL(NORTH) STW,2013-06-15T13:18:00,231,10.1,14.1,7.12,,63,5
NW-88024209,SILECROFT BECK PTC WHICHAM BECK,2018-04-24T12:35:00,269,9.59,11.3,7.12,,63,5
SW-70811724,SALCOMBE NORTH SANDS (25200),2022-08-05T10:50:00,58,9.49,15.4,7.12,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2016-08-30T12:43:00,365,8.86,16,7.12,,63,5
SW-81618801,INVESTIGATION IN CATCHMENT 16A,2012-09-20T16:04:00,164,8.86,13.3,7.12,,63,5
NW-88023953,MAIN DYKE U/S POULTON INDUSTRIAL ESTATE,2017-01-18T09:20:00,623,7.99,7.4,7.12,,63,5
NW-88004996,HAVERIGG POOL AT HAVERIGG,2021-08-06T11:25:00,274,7.97,15.6,7.12,,63,5
NW-88024605,LEIGHTON MOSS - BACK DYKE,2019-02-05T11:35:00,579,7.35,2.4,7.12,,63,5
SW-82211501,STENNACK STM AT CULVERT BY LB STATION,2019-07-02T11:45:00,353,7.1,14.5,7.12,,63,5
TH-PGWU0567,"MOULSFORD, GREENLANDS FARM BH :SU58/120",2019-08-16T13:30:00,766,6.01,11.5,7.11,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2013-02-27T12:58:00,416,12.1,6.8,7.11,,63,5
NW-88004552,CUNSEY BECK PTC WINDERMERE,2023-02-20T12:10:00,85,12.1,7.4,7.11,,63,5
SW-81520205,RIVER FOWEY AT RESPRYN BRIDGE,2022-02-02T09:37:00,110,11.8,9.1,7.11,,63,5
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2022-02-02T12:24:00,93,11.8,9.4,7.11,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2017-02-09T14:50:00,445,11.7,7.5,7.11,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2013-02-27T12:10:00,343,11.7,7.7,7.11,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2013-01-28T09:22:00,337,11.5,8,7.11,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2013-12-04T13:30:00,410,11.4,9,7.11,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2019-02-13T14:09:00,425,11.3,9.5,7.11,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2016-11-28T10:24:00,371,11.3,9.1,7.11,,63,5
SW-81020802,RIVER PIALL AT MARKS BRIDGE,2016-01-05T13:08:00,121,11.3,9.7,7.11,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2014-12-09T12:10:00,429,11,9,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2013-12-04T13:20:00,395,10.9,9.5,7.1,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2019-02-13T12:53:00,327,10.9,10.1,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2014-04-09T10:14:00,400,10.8,10.8,7.1,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2014-12-09T12:58:00,369,10.8,9.2,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2016-12-16T09:27:00,432,10.6,10.8,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2013-01-10T14:18:00,420,10.6,9.6,7.1,,63,5
NW-88004996,HAVERIGG POOL AT HAVERIGG,2013-09-23T15:34:00,7428,10.5,13.4,7.1,,63,5
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2021-10-18T10:59:00,98,10.4,12.8,7.1,,63,5
NW-88020641,LAKESIDE YMCA STREAM,2008-06-25T16:10:00,136,10.3,10.7,7.1,,63,5
SW-81610190,PAR RIVER U/S ST AUSTELL(NORTH) STW,2013-07-01T10:25:00,318,10.2,14.2,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2017-12-05T10:58:00,550,10.1,9.4,7.1,,63,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2024-07-17T13:07:00,60,10.1,14.7,7.1,,63,5
TH-PGWU0542,"KINGSLERE, PIT HALL FARM, BH.A :SU55/18A",2024-05-29T10:45:00,886,9.96,12.5,7.1,,63,5
SW-72933607,MUSSEL BROOK AT WESTOVER,2022-11-15T11:20:00,185,9.92,11.9,7.1,,63,5
NW-88004551,CUNSEY BECK AT EES BRIDGE,2023-10-24T13:25:00,83,9.88,11.4,7.1,,63,5
SW-72937110,DIPPLE WATER AT DIPPLE BRIDGE,2022-11-15T12:28:00,207,9.74,11.7,7.1,,63,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2023-08-14T11:00:00,271,9.37,15.9,7.1,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2019-08-19T15:15:00,426,9.05,15.5,7.1,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-03-18T10:32:00,372,8.28,8.8,7.1,,63,5
NW-88022684,THREE POOLS WATERWAY AT WATER LANE,2012-10-02T12:28:00,697,6.3,12.3,7.1,,63,5
SO-5GWQ0733,SPRING AT SUNBEAM WATERCRESS,2024-04-25T16:50:00,729,4.07,11.2,7.1,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2021-10-12T11:50:00,545,3.79,11.7,7.1,,63,5
TH-PGWU0567,"MOULSFORD, GREENLANDS FARM BH :SU58/120",2018-08-09T11:47:00,759,4.65,11.3,7.1,,63,5
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2023-02-20T09:40:00,57,12.1,7.2,7.1,,63,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2022-12-14T15:55:00,286,11.7,7,7.1,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-10-12T13:49:00,380,10.5,12.9,7.1,,63,5
SO-G0006726,BISHOPS SUTTON CRESS BEDS (GROUNDWATER),2024-10-14T12:06:00,623,10.4,10.4,7.1,,63,5
SW-82520904,LANIVET STREAM AT NANSTALLON BRIDGE,2021-12-07T14:24:00,192,10.2,9.6,7.1,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-08-06T12:15:00,314,9.92,14.7,7.1,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-09-23T11:56:00,317,9.17,14.6,7.1,,63,5
NW-88004964,RIVER LICKLE PTC RIVER DUDDON,2013-07-26T11:32:00,1014,8.69,17.4,7.1,,63,5
NW-88023110,CLARRINGTON BROOK BEFORE CULVERT,2012-10-15T14:18:00,663.1,6.78,11.1,7.1,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-10-21T11:52:00,589,5.95,11.9,7.1,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2018-11-13T10:50:00,545,3.7,9.9,7.1,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-08-31T10:55:00,589,2.07,11.1,7.1,,63,5
NW-88004551,CUNSEY BECK AT EES BRIDGE,2023-02-20T12:00:00,81,12.2,7.1,7.09,,63,5
NW-88024207,SILECROFT BECK AT SILECROFT,2018-11-30T13:46:00,223,11.7,8.5,7.09,,63,5
SW-81710101,STREAM AT SHORTHORN BEACH,2013-05-17T12:00:00,428,10.9,10.5,7.09,,63,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2024-10-18T13:07:00,85,10.5,12.9,7.09,,63,5
NW-88004520,"ROTHAY D/S AMBLESIDE STW, U/S BRATHAY",2022-10-18T11:40:00,55,10.5,10.2,7.09,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2023-09-14T09:08:00,102,10.1,14.4,7.09,,63,5
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2023-10-06T09:57:00,72,9.75,15.3,7.09,,63,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2022-07-18T11:45:00,280,9.49,17,7.09,,63,5
SW-82515050,PORTH SPRING AT PORTH BEACH SLIPWAY,2022-07-21T09:55:00,88,8.9,17.1,7.09,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2012-09-25T12:33:00,439,8.44,13.4,7.09,,63,5
NW-88005815,BRUNSOW BECK U/S FWL,2012-09-25T11:15:00,184.5,8.28,10.5,7.09,,63,5
NW-88004551,CUNSEY BECK AT EES BRIDGE,2022-10-18T12:20:00,93,7.99,11.5,7.09,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2019-09-06T10:30:00,624,7.67,11,7.09,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2019-11-05T11:10:00,596,7,10.9,7.08,,63,5
NW-88023953,MAIN DYKE U/S POULTON INDUSTRIAL ESTATE,2017-10-19T11:10:00,669,6.41,11.9,7.08,,63,5
NW-88024605,LEIGHTON MOSS - BACK DYKE,2021-10-12T10:45:00,788,5.91,12.4,7.08,,63,5
NW-88024605,LEIGHTON MOSS - BACK DYKE,2022-12-07T12:00:00,558,0.375,4.5,7.08,,63,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2024-01-16T13:01:00,83,12.7,5.3,7.08,,63,5
AN-ORE040,R.ORE BEVERSHAM BRIDGE,2024-04-24T11:06:00,1038,12.5,9,7.08,,63,5
SW-72933916,WHITELEIGH WATER AT DIPPERMILL,2023-12-08T11:59:00,132,11.7,8.3,7.08,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2015-12-08T12:27:00,452,10.7,10.5,7.08,,63,5
NE-41000409,TWEED AT CALOT SHAD,2012-06-01T10:11:00,3191,10.3,13.33,7.08,,63,5
SW-82115065,TUMBLE TYN AT TREEN ORCHARDS,2024-07-15T10:47:00,324,10.1,13.4,7.08,,63,5
SW-82528005,RIVER CAMEL AT POLBROCK,2021-11-02T10:25:00,155,9.51,9.8,7.08,,63,5
NW-88024608,LEIGHTON MOSS - GRAVITY DYKE,2022-10-21T12:40:00,601,7.63,11.8,7.08,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-11-09T11:55:00,456,7.51,10.2,7.08,,63,5
SW-70819999,MISCELLANEOUS TIDAL AVON AND SOUTH HAMS,2017-08-17T10:40:00,473,3.9,15.6,7.08,,63,5
SW-81714886,CHARLESTOWN BEACH (27600),2017-08-17T10:25:00,545,3.49,15.6,7.08,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2017-10-11T15:24:00,357,9.56,13.9,7.07,,63,5
SW-81714886,CHARLESTOWN BEACH (27600),2018-08-14T12:40:00,119,9.29,15.3,7.07,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-06-21T11:01:00,640,5.06,10.9,7.07,,63,5
NW-88004052,OVERTON DYKE AT DOWNY FIELD BRIDGE,2012-12-17T13:00:00,331,12,5.8,7.06,,63,5
NW-88024206,SILECROFT BECK U/S SILECROFT,2018-10-26T13:30:00,144,11.2,9.6,7.06,,63,5
SW-81520521,RIVER FOWEY AT DRAYNES BRIDGE,2023-11-20T10:24:00,76,10.8,10.3,7.06,,63,5
SW-82210112,PENBERTH STREAM AT TREEN,2018-12-04T14:12:00,411,10.6,10.5,7.06,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2015-12-08T11:55:00,367,10.3,10.6,7.06,,63,5
SW-91210356,R TAMAR AT YOULSTONE HAM BRIDGE,2008-02-20T10:30:00,47200,9.8,4.9,7.06,,63,5
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-11-02T12:38:00,138,9.61,10.9,7.06,,63,5
AN-HUN065,R. HUN OUTFALL SLUICE,2024-07-10T11:05:00,1034,9.45,16.7,7.06,,63,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2022-08-22T10:32:00,336,8.92,16.5,7.06,,63,5
NW-88022523,SPRING AT HELSINGTON LAITHES COTTAGE,2016-10-12T17:02:00,543,7.94,10,7.06,,63,5
TH-PRGR0207,MAYES BROOK AT MAYESBROOK PARK SCREEN,2014-01-24T14:29:00,802,5.89,9.4,7.06,,63,5
SO-5GWQ0480,"PERRETON FARM, ARRETON",2014-04-03T13:30:00,888,8.66,12.2,7.05,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2018-12-04T12:11:00,432,10.9,10.5,7.05,,63,5
NW-88024212,SALTHOUSE POOL AT TIDAL DOORS,2018-03-12T15:45:00,392,10.4,7.9,7.05,,63,5
SW-70410301,KNOWLE BROOK IN BUDLEIGH AT CULVERT,2018-08-14T13:10:00,80,10.1,15.2,7.05,,63,5
NW-88004590,RIVER CRAKE AT WATER YEAT,2022-10-17T13:10:00,58,9.95,12.4,7.05,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2018-10-05T11:04:00,451,9.4,13.3,7.05,,63,5
SW-82515179,MOTHER IVEYS BAY (32800),2021-08-06T12:20:00,287,6.21,16.2,7.05,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2023-01-30T10:10:00,151,11.5,8.7,7.04,,63,5
NW-88004468,QUICKSANDS POOL AT CRAG FOOT,2019-04-12T11:18:00,464,9.88,9.7,7.04,,63,5
SW-81618801,INVESTIGATION IN CATCHMENT 16A,2012-09-20T16:18:00,164,9.51,13.3,7.04,,63,5
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2022-02-09T10:00:00,82,11.7,7.1,7.03,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2016-11-28T10:45:00,455,11.6,8.1,7.03,,63,5
SW-81522703,ST. NEOT RIVER AT TWO WATERS FOOT,2021-12-09T13:22:00,122,11.2,9.6,7.03,,63,5
NW-88024649,DUBBS BECK U/S DUBBS RESERVOIR,2022-11-15T14:30:00,74,10.5,10.1,7.03,,63,5
NW-88004974,BLACK BECK PTC RIVER DUDDON,2021-08-06T12:40:00,60,10.3,15.1,7.03,,63,5
NW-88004552,CUNSEY BECK PTC WINDERMERE,2023-09-28T14:15:00,84,9.54,14.4,7.03,,63,5
AN-MT1270,VIRLEY BK.U/S PAYNES FARM B1026 ROAD BR,2023-10-18T13:24:00,980,8.21,14.8,7.03,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2023-12-05T11:23:00,455,8.01,6.3,7.03,,63,5
NW-88009772,MAIN DRAIN @ B5259,2024-11-19T12:19:00,829,6.45,7.3,7.03,,63,5
NE-400F0012,BROACHDALE,2016-02-12T11:30:00,570,9.5,7.3,7.02,,63,5
SW-81610559,TREVERBYN STREAM AT PENROSE,2018-02-06T15:39:00,211,11.9,6.1,7.02,,63,5
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2022-01-04T12:00:00,89,11.2,8.9,7.02,,63,5
SW-81520166,RIVER FOWEY AT RESTORMEL,2023-12-11T10:23:00,120,11,10.2,7.02,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2016-04-18T14:32:00,458,10.7,11.5,7.02,,63,5
NW-88004560,RIVER LEVEN AT NEWBY BRIDGE,2023-11-28T12:59:00,57,10.7,8.7,7.02,,63,5
NW-88024648,DUBBS BECK AT CAPPLE HOWE IMPOUNDMENT,2023-09-28T11:30:00,69,10.2,12.8,7.02,,63,5
NW-88004590,RIVER CRAKE AT WATER YEAT,2022-08-03T11:15:00,55,8.74,16.8,7.02,,63,5
SO-E0000057,RAMSGATE WESTERN UNDERCLIFF (12900),2023-09-01T12:35:00,662,7.4,19.3,7.02,,63,5
SW-81610110,PAR RIVER AT PAR BEACH,2012-09-04T11:20:00,425,7.17,14.8,7.02,,63,5
NW-88009772,MAIN DRAIN @ B5259,2024-10-15T11:11:00,760,5.23,10.7,7.01,,63,5
SO-DUMPITCH,DUMP ITCHEN AND SOTON,2012-07-10T13:17:00,346,5.11,15.7,7.01,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-07-25T10:54:00,601,1.27,14.4,7.01,,63,5
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2023-02-08T10:25:00,92,13.1,5.8,7.01,,63,5
SW-81020165,RIVER YEALM AT FARDEL MILL FARM BRIDGE,2015-02-05T10:53:00,90,12.7,5.2,7.01,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2012-12-07T12:01:00,423,11.7,7.5,7.01,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2014-02-17T11:28:00,414,11.6,8.3,7.01,,63,5
SW-82210144,TRIB OF PENBERTH STREAM U/S PENROSE FARM,2014-12-09T11:41:00,428,11.2,8.7,7.01,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2012-12-07T11:54:00,414,11.2,8,7.01,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2014-02-17T10:56:00,376,11.1,8.9,7.01,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2018-04-05T14:15:00,340,11.1,10.8,7.01,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2013-01-10T13:38:00,334,10.8,9.7,7,,63,5
NW-88024211,HAVERIGG POOL AT WAINGATE BRIDGE,2018-03-12T15:28:00,234,10.8,7.6,7,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2012-11-01T12:23:00,326,10.6,9.6,7,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2012-10-12T13:09:00,320,10.6,12.5,7,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2013-05-10T12:39:00,383,10.5,12,7,,63,5
SW-72933916,WHITELEIGH WATER AT DIPPERMILL,2022-11-15T11:30:00,131,10.4,11.7,7,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2019-06-10T12:19:00,384,9.8,12.4,7,,63,5
SW-72934611,RIVER WALDON AT HENSCOTT BRIDGE,2022-11-15T11:45:00,182,9.61,11.8,7,,63,5
SW-82210132,TREWORGANS STREAM AT CREAN BRIDGE,2012-10-09T10:24:00,319,9.46,13.5,7,,63,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2014-06-13T13:31:00,401,9.13,15.1,7,,63,5
SW-81610190,PAR RIVER U/S ST AUSTELL(NORTH) STW,2013-08-17T14:45:00,630,8.96,17,7,,63,5
NW-88023952,MAIN DYKE D/S POULTON INDUSTRIAL ESTATE,2017-11-22T11:55:00,364,7.75,10.7,7,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-02-19T11:28:00,359,7.44,8.8,7,,63,5
NW-88023953,MAIN DYKE U/S POULTON INDUSTRIAL ESTATE,2017-11-22T11:45:00,348,7.35,10.8,7,,63,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2024-10-16T10:56:00,500,5.88,12.6,7,,63,5
NW-88024603,LEIGHTON MOSS - SPRING,2021-09-23T12:00:00,602,4.37,11.3,7,,62,5
SW-50240116,RIVER BOURNE AT LAVERSTOCK,2012-06-01T12:01:00,218,0.882,14.2,7,,60,5
SW-82528110,RIVER CAMEL AT TRECARNE BRIDGE,2021-12-07T12:02:00,142,10.4,9.3,7,,55,5
NW-88009772,MAIN DRAIN @ B5259,2024-03-18T09:37:00,543,7.85,8.6,7,,55,5
NW-88023954,MAIN DYKE D/S LUCAS FLASH,2017-11-22T11:10:00,343,7.38,10.6,7,,55,5
NW-88003876,LORDS BROOK PTC RIVER WYRE,2023-07-19T10:08:00,537,5.43,15.3,7,,55,5
AN-48M03,R.WISSEY N PICKENHAM RD.BR.HOUGHTON LANE,2022-01-18T10:35:00,760,13.9,2.9,6.99,,55,5
SW-81940830,RIVER ALLEN AT IDLESS BRIDGE,2023-11-01T15:41:00,267,10.6,11.9,6.99,,55,5
SW-81930120,RIVER FAL AT TREGONY GAUGING STATION,2023-11-08T11:26:00,204,10.3,11.6,6.99,,55,5
SW-81020847,PIALL AT ALMSHOUSE BRIDGE,2015-10-09T13:29:00,139,10.3,12.3,6.99,,55,5
SW-81610190,PAR RIVER U/S ST AUSTELL(NORTH) STW,2012-08-30T15:20:00,231,9.92,15.4,6.99,,55,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2023-10-05T11:15:00,272,9.7,13.8,6.99,,55,5
SW-82210145,PENBERTH STREAM U/S PENROSE FARM,2018-08-17T13:58:00,449,8.77,15.4,6.99,,55,5
NW-88022686,RIVER DOUGLAS U/S RUFFORD BRIDGE,2024-11-18T12:32:00,458,8.45,7.7,6.98,,55,5
SW-50024445,BOSCOMBE PIER (19060),2022-09-21T11:30:00,583,3.6,11.2,6.98,,55,5
NW-88024603,LEIGHTON MOSS - SPRING,2022-12-07T11:40:00,666,1.95,2.8,6.98,,55,5
SW-81523404,SIBLYBACK STREAM AT TREKEIVESTEPS BRIDGE,2023-12-07T13:05:00,71,12.4,7.1,6.98,,55,5
SW-81522326,WARLEGGAN RIVER AT PANTERS BRIDGE,2022-12-06T11:30:00,89,11.9,8.5,6.98,,55,5
NW-88024206,SILECROFT BECK U/S SILECROFT,2018-11-30T14:05:00,220,11.5,8.6,6.98,,55,5
NW-88024210,HAVERIGG POOL U/S HESTHAM HALL FARM,2018-03-12T15:13:00,211,11.1,7.6,6.98,,55,5
NW-88004551,CUNSEY BECK AT EES BRIDGE,2023-11-28T12:20:00,83,11.1,7.4,6.98,,55,5
SW-81522725,ST NEOT RIVER AT ST NEOT BRIDGE,2021-10-18T11:22:00,81,10.3,13.9,6.98,,55,5
SW-60220590,SALTMOOR MAIN DRAIN AT SALTMOOR PS,2014-03-27T13:45:00,860,7.05,9.3,6.97,,55,5
SO-E0000101,ST MARY'S BAY (13700),2023-08-01T11:43:00,403,3.25,18.3,6.97,,55,5
AN-ALGORESW,ALGORES WAY WISBECH,2024-11-07T13:43:00,2005,1.19,12.5,6.97,,55,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2023-02-08T11:40:00,242,12.2,7.5,6.97,,55,5
NW-88004520,"ROTHAY D/S AMBLESIDE STW, U/S BRATHAY",2023-02-20T11:20:00,53,12.1,7.5,6.97,,55,5
SW-81930903,GWINDRA STREAM AT TREWAY BRIDGE,2023-01-30T12:36:00,258,11.1,9.3,6.97,,55,5
